title_japanese,type,source,episodes,duration,rating,studio,num_related,hentai/romance,sports,youth,adventure/psychological,drama,fantasy/sci-fi,comedy,military,misc,Unknown,class
RECORDER,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,True,False,Bad
テニスの王子様,Special,Unknown,3,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,OK
カラオケ戦士 マイク次郎,TV,Manga,20,21-30,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,False,False,False,True,False,Bad
リルリルフェアリル～妖精のドア～,TV,Original,59,21-30,G - All Ages,Studio Deen,1,False,False,True,False,False,True,False,False,False,False,Questionable
名探偵コナン～10年後の異邦人[ストレンジャー]～,OVA,Manga,1,21-30,PG-13 - Teens 13 or older,TMS Entertainment,1,False,False,True,True,False,False,True,True,False,False,Really good
駕籠真太郎アニメ作品集,OVA,Original,15,1-20,R+ - Mild Nudity,other,0,False,False,True,True,True,False,True,False,False,False,Bad
ロボタン,TV,Unknown,33,21-30,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
フルメタル・パニック? ふもっふ,TV,Light novel,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,Really good
キャンディ・キャンディ,TV,Unknown,115,21-30,G - All Ages,Toei Animation,3,False,False,True,False,True,False,False,False,False,False,Really good
ジュビリー,Music,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,True,False,Bad
めいわく団地,Music,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
キミとボク,ONA,Unknown,1,1-20,G - All Ages,other,0,False,False,True,False,True,False,False,False,False,False,OK
まんが日本昔ばなし,TV,Unknown,12,21-30,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Bad
桜Trick,TV,4-koma manga,12,21-30,PG-13 - Teens 13 or older,Studio Deen,1,True,False,True,False,False,False,True,False,False,False,Really good
劇場版「Fate/stay night [Heaven&#039;s Feel] Ⅰ.presage flower」,Movie,Visual novel,1,60+,R - 17+ (violence & profanity),other,4,False,False,True,False,False,True,False,False,False,False,Really good
出荷夫婦,Special,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
劇場版 ソードアート・オンライン -オーディナル・スケール- おふらいん,Special,Light novel,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,OK
ロビンくんと100人のお友達,ONA,Unknown,13,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
Ｈ２[エイチ・ツー],TV,Unknown,41,21-30,PG-13 - Teens 13 or older,other,1,True,True,True,False,False,False,True,False,False,False,OK
IS〈インフィニット・ストラトス〉2 インフィニット・ウエディング,Special,Light novel,1,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,False,True,False,False,False,OK
結城友奈は勇者である -鷲尾須美の章- 第２章「たましい」,Movie,Light novel,1,31-59,PG-13 - Teens 13 or older,other,4,False,False,True,False,True,True,False,False,False,False,Really good
ひぐらしのなく頃に拡〜アウトブレイク〜,OVA,Light novel,1,31-59,R - 17+ (violence & profanity),Studio Deen,1,False,False,False,True,True,False,False,False,False,False,Really good
きつねとサーカス,Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
学校の幽霊,OVA,Unknown,6,31-59,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,True,False,False,False,False,Bad
うたわれるもの 偽りの仮面,Special,Visual novel,2,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,True,False,False,False,Questionable
それいけ! アンパンマン ブラックノーズと魔法の歌,Movie,Unknown,1,31-59,PG - Children,TMS Entertainment,1,False,False,True,False,False,True,True,False,False,False,Bad
化物語,Special,Light novel,1,21-30,R - 17+ (violence & profanity),other,1,True,False,False,True,False,True,False,False,False,False,Really good
タイムボカンシリーズ　ヤットデタマン,TV,Unknown,52,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,True,True,False,False,Questionable
まじっく快斗1412,TV,Manga,24,21-30,PG-13 - Teens 13 or older,other,4,True,False,True,True,False,False,True,False,False,False,Really good
天才バカヴォン ～蘇るフランダースの犬～,Movie,Original,1,60+,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
京都アニメーションCM「行きたくなるお店編」,Special,Original,1,less than a minute,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,Questionable
キミだけのボクでいるから,Music,Original,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,False,False,True,False,Bad
メタルファイト ベイブレード,TV,Manga,51,21-30,PG - Children,other,3,False,True,False,True,False,False,True,False,False,False,OK
レッドバロン,TV,Unknown,49,21-30,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,True,False,False,OK
怪物くん デーモンの剣,Movie,Unknown,1,31-59,G - All Ages,other,2,False,False,True,False,True,False,True,False,False,False,Bad
ゆるキャン△,TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,Really good
NO.6［ナンバー・シックス］,TV,Novel,11,21-30,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,False,False,False,False,Really good
忍たま乱太郎の宇宙大冒険 with コズミックフロント☆NEXT,Special,Unknown,6,21-30,G - All Ages,other,1,False,False,True,True,False,True,True,False,False,False,Bad
おばけの…　ホーリー,TV,Unknown,200,1-20,G - All Ages,other,0,False,False,True,False,False,True,True,False,False,False,Bad
ようじょしぇんき,ONA,Light novel,1,1-20,G - All Ages,other,2,False,False,False,False,False,False,True,False,False,False,Questionable
プチ漫画,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
ルパン三世『愛のダ・カーポ ～Fujiko&#039;s Unlucky Days』,Special,Manga,1,60+,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,False,True,False,False,False,OK
マンガ日本経済入門,TV,Manga,25,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,False,False,False,True,False,Bad
刀剣乱舞-花丸-,TV,Card game,12,21-30,PG-13 - Teens 13 or older,other,4,False,False,True,False,True,True,True,False,True,False,OK
劇場版 金色のガッシュベル!! 101番目の魔物,Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Toei Animation,1,False,False,True,True,False,True,False,False,False,False,OK
機動戦士ガンダム 第08MS小隊 三次元との戦い,Special,Unknown,1,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,False,False,True,False,False,OK
桃色のクレヨン,OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,True,False,False,False,False,False,Bad
プ〜ねこ小劇場,TV,Unknown,11,1-20,G - All Ages,other,2,False,False,False,False,False,False,True,False,False,False,Bad
マジカルプータの 火あそびはあぶないよ,OVA,Unknown,1,1-20,G - All Ages,other,0,False,False,True,False,True,True,False,False,False,False,Bad
ザ☆ドラえもんズ 怪盗ドラパン謎の挑戦状！,Movie,Unknown,1,31-59,PG - Children,other,2,False,False,True,False,False,True,True,False,False,False,Questionable
ブレイブファイヤーS0・9,Special,Unknown,1,1-20,None,other,0,False,False,False,False,False,True,False,True,False,False,Bad
恐竜惑星,TV,Original,60,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,True,False,False,True,False,Bad
喜羊羊与灰太狼之喜气羊羊过蛇年,Movie,Unknown,1,60+,G - All Ages,other,2,False,False,True,True,False,False,True,False,False,False,Bad
年賀のキヅナ,ONA,Unknown,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
ロボティカ＊ロボティクス,OVA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,0,True,False,True,True,False,True,False,False,False,False,OK
ARIA The NATURAL,TV,Manga,26,21-30,G - All Ages,other,4,False,False,True,False,False,True,False,False,False,False,Really good
雀のお宿,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,Bad
テイルエンダーズ,Movie,Original,1,21-30,PG-13 - Teens 13 or older,other,0,False,False,True,True,False,True,False,False,False,False,OK
ケンとかいじゅう,TV,Unknown,6,1-20,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
フューチャーカード バディファイト バッツ オールスターファイト,TV,Card game,0,21-30,PG - Children,other,2,False,False,False,False,False,True,False,False,False,False,Bad
ろくでなしBLUES 1993,Movie,Unknown,1,60+,R - 17+ (violence & profanity),Toei Animation,2,False,True,True,False,True,False,True,False,False,False,Bad
별별이야기 2: 여섯 빛깔 무지개,Movie,Unknown,6,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,True,True,False,False,False,False,False,Bad
"ヨスガノソラ In solitude, where we are least alone.",TV,Visual novel,12,21-30,R+ - Mild Nudity,other,1,True,False,False,False,True,False,False,False,False,False,OK
猫のダヤン (2017),TV,Picture book,0,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
デッドマン・ワンダーランド,TV,Manga,12,21-30,R - 17+ (violence & profanity),other,2,False,False,True,False,True,True,False,False,False,False,Really good
とっても！ラッキーマン,TV,Manga,50,21-30,G - All Ages,Studio Pierrot,1,False,False,True,False,False,True,True,False,False,False,Questionable
ザブングルグラフィティ,Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Sunrise,1,False,False,False,False,False,False,False,True,False,False,Bad
ののちゃん,TV,4-koma manga,61,21-30,G - All Ages,Toei Animation,3,False,False,True,False,False,False,True,False,False,False,Bad
最近、妹のようすがちょっとおかしいんだが。 OVA,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,True,True,False,False,False,OK
ビビッドレッド・オペレーション,TV,Original,12,21-30,R+ - Mild Nudity,other,1,True,False,True,False,False,True,False,False,False,False,OK
とっとこハム太郎 ハムハムランド大冒険,Movie,Unknown,1,31-59,PG - Children,TMS Entertainment,2,False,False,True,True,False,False,True,False,False,False,Questionable
デュエル・マスターズ!,TV,Original,0,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,False,True,False,False,False,Bad
越後の昔ばなし あったてんがのぉ,OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,True,True,False,False,False,False,Bad
魔法使いの嫁 星待つひと,OVA,Manga,3,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,Really good
否苦炒亜怒羅魔 極道の妻 KEJIME,Special,Manga,1,1-20,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,False,True,False,False,False,Questionable
おもいっきり科学アドベンチャー そーなんだ!,TV,Unknown,26,1-20,None,other,0,False,False,True,False,False,True,True,False,False,False,Bad
バットマン ゴッサムナイト,OVA,Other,6,1-20,PG-13 - Teens 13 or older,other,2,False,True,True,True,False,False,False,False,False,False,OK
爆獣合神ジグルハゼル,TV,Other,6,1-20,PG - Children,other,0,False,False,True,False,False,False,False,True,False,False,Bad
鋼殻のレギオス,TV,Light novel,24,21-30,R - 17+ (violence & profanity),other,2,False,False,True,True,False,True,False,False,False,False,Really good
つるのおんがえし,Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
クイーンズブレイド 玉座を継ぐ者,Special,Other,6,1-20,R+ - Mild Nudity,other,2,True,False,True,True,False,True,False,False,False,False,Questionable
四畳半神話大系,Special,Novel,3,1-20,PG-13 - Teens 13 or older,Madhouse,1,False,False,False,False,False,False,True,False,False,False,OK
フェイト/ゼロ Remix,Special,Light novel,2,21-30,R - 17+ (violence & profanity),other,1,False,False,True,False,False,True,False,False,False,False,OK
クジラの子らは砂上に学ぶ!,Special,Manga,2,1-20,PG-13 - Teens 13 or older,J.C.Staff,1,False,False,True,True,True,True,True,False,False,False,OK
宇宙少年ソラン,Movie,Unknown,1,21-30,None,other,1,False,False,True,True,False,True,False,False,False,False,Bad
"緊急特番 ナビゲーション ""ray=out""",Special,Original,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,False,True,False,False,OK
王ドロボウ JING in Seventh Heaven,OVA,Unknown,3,21-30,PG-13 - Teens 13 or older,Studio Deen,1,False,False,True,True,False,True,True,False,False,False,OK
雛蜂-B.E.E-,ONA,Manga,6,1-20,R - 17+ (violence & profanity),other,1,True,False,True,False,False,True,True,True,False,False,Questionable
劇場版 アイカツ！アイドルカツドウ！,Movie,Unknown,1,60+,PG - Children,Sunrise,2,False,False,True,False,False,False,False,False,True,False,OK
ふしぎ遊戯　第二部,OVA,Manga,6,31-59,PG-13 - Teens 13 or older,Studio Pierrot,3,True,True,True,True,True,True,False,False,True,False,OK
立喰師列伝,Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Production I.G,0,False,False,False,False,False,False,True,False,False,False,Bad
なめこ～せかいのともだち～,TV,Game,0,1-20,G - All Ages,Studio Deen,1,False,False,True,False,False,False,True,False,False,False,Bad
ぼく、オタリーマン。,OVA,Manga,1,31-59,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,True,False,False,False,Questionable
ぺとぺとさん,TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,0,True,False,True,False,False,True,True,False,False,False,Questionable
永遠の法,Movie,Unknown,1,60+,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,Bad
銀盤カレイドスコープ,TV,Light novel,12,21-30,PG-13 - Teens 13 or older,other,1,True,True,False,False,True,True,False,False,False,False,Really good
リングにかけろ1 日米決戦編,TV,Manga,12,21-30,PG-13 - Teens 13 or older,Toei Animation,3,False,True,True,False,False,False,False,False,False,False,Questionable
秘密結社鷹の爪 EX,TV,Unknown,38,1-20,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Bad
FASTENING DAYS,ONA,Original,0,1-20,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Questionable
プッシーキャット,ONA,Unknown,1,1-20,R - 17+ (violence & profanity),other,0,False,False,False,False,True,True,False,False,False,False,Bad
無限のリヴァイアス イリュージョン,Special,Unknown,6,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,False,False,False,False,True,False,False,False,Bad
大草原の小さな天使 ブッシュベイビー,Special,Unknown,2,31-59,G - All Ages,Nippon Animation,1,False,False,False,True,True,False,False,False,False,False,Bad
ワールドトリガー,TV,Manga,73,21-30,PG-13 - Teens 13 or older,Toei Animation,1,False,False,True,False,False,True,False,False,False,False,Really good
ノンタンといっしょ,TV,Picture book,263,1-20,PG - Children,Studio Pierrot,1,False,False,True,False,False,False,False,False,False,False,Bad
花平バズーカ,OVA,Manga,1,31-59,R+ - Mild Nudity,other,1,True,False,True,False,False,True,True,False,False,False,Bad
シュガシュガルーン,TV,Manga,51,21-30,PG - Children,Studio Pierrot,1,False,False,True,False,False,True,False,False,False,False,Really good
スペース・オズの冒険,TV,Unknown,26,21-30,PG - Children,other,0,False,False,False,True,False,True,False,False,False,False,Bad
ナンバカ 2期,ONA,Web manga,12,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,True,False,True,False,False,False,Really good
Canvas ～セピア色のモチーフ～,OVA,Visual novel,2,21-30,R+ - Mild Nudity,other,1,True,False,True,False,False,False,True,False,False,False,Questionable
境界の彼方  ＃0「東雲」,Special,Light novel,1,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,Really good
ダンガンロンパ３-The End of 希望ヶ峰学園-希望編,Special,Game,1,21-30,R - 17+ (violence & profanity),other,1,False,False,True,True,True,False,False,False,False,False,Really good
確信,ONA,Original,1,1-20,PG - Children,other,0,True,False,True,False,False,False,False,False,True,False,Bad
ミニモニ. じゃてーびぃ,TV,Unknown,15,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
忍者ハットリくん （2012年版）,TV,Manga,52,21-30,G - All Ages,other,3,False,False,False,False,False,False,True,False,False,False,Questionable
モノクローム･ファクター,TV,Manga,24,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,True,False,False,False,False,Really good
魔獣戦線 THE APOCALYPSE,TV,Manga,13,21-30,R+ - Mild Nudity,other,2,False,False,True,False,False,True,False,False,False,False,Bad
俺の妹がこんなに可愛いわけがない。,TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,4,True,False,True,False,False,False,True,False,False,False,Really good
ベイビーステップ,TV,Manga,25,21-30,PG-13 - Teens 13 or older,Studio Pierrot,2,True,True,True,False,False,False,False,False,False,False,Really good
世界名作童話 白鳥の王子,Movie,Unknown,1,60+,PG - Children,Toei Animation,0,False,False,False,False,False,True,False,False,False,False,Questionable
ぶっぷな毎日,TV,Unknown,27,1-20,PG - Children,other,0,False,False,False,False,False,False,True,False,False,False,Bad
お月様ライト,Music,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
スキマの国のポルタ,TV,Unknown,13,1-20,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,Bad
ガルフォース新世紀編,OVA,Original,2,31-59,R+ - Mild Nudity,other,1,False,False,True,False,False,True,False,True,False,False,Bad
デジモンクロスウォーズ,TV,Original,30,21-30,PG - Children,Toei Animation,3,False,False,True,True,False,True,True,False,False,False,OK
1/100 SHIBUYA Crossing,ONA,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！『ビースト、再び！』,Special,Manga,6,1-20,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,True,True,False,False,False,OK
キックの鬼,TV,Unknown,26,21-30,None,Toei Animation,1,False,True,True,False,False,False,False,False,False,False,Questionable
クラウ ファントムメモリー,TV,Original,24,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,True,True,False,False,False,False,Really good
ＴＯＨＯシネマズ × 『Pokémon GO』,Movie,Game,2,less than a minute,G - All Ages,other,2,False,False,False,False,False,False,True,False,False,False,Bad
"메밀꽃, 운수 좋은 날, 그리고 봄봄",Movie,Original,1,60+,PG-13 - Teens 13 or older,other,0,False,False,True,False,True,False,False,False,False,False,Bad
天空のエスカフローネ,TV,Original,26,21-30,PG-13 - Teens 13 or older,Sunrise,2,True,False,True,True,False,True,False,True,False,False,Really good
ディレクターズカット完全決着版 〜リライト,Special,Manga,2,60+,R - 17+ (violence & profanity),Madhouse,2,False,False,False,True,True,True,False,True,False,False,Really good
モンストアニメ 後編「消えゆく宇宙編」,ONA,Game,13,1-20,PG - Children,other,2,False,False,True,False,False,True,False,False,False,False,Questionable
MILPOM★,ONA,Original,0,1-20,PG - Children,other,1,False,False,True,False,False,False,True,False,False,False,Bad
"リトルポーラベア しろくまくん, ふねにのる",OVA,Unknown,1,21-30,PG - Children,other,1,False,False,True,True,False,True,False,False,False,False,Bad
ケンネル所沢,OVA,Manga,1,31-59,R+ - Mild Nudity,other,1,True,False,True,False,False,False,True,False,False,False,Bad
カセイフがイタ.,OVA,Manga,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
ガールズ＆パンツァー 日本戦車道連盟ニュース,Special,Original,2,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Questionable
英雄凱伝モザイカ,OVA,Original,4,21-30,None,Studio Deen,0,False,False,False,False,False,True,False,False,False,False,Bad
椅子,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
キディ・グレイド,TV,Original,24,21-30,R+ - Mild Nudity,other,3,True,False,True,False,False,True,False,True,False,False,Really good
テニスの王子: 存続山の日,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,Production I.G,1,False,True,True,True,False,False,True,False,False,False,Really good
ＣＢキャラ永井豪ワールド,OVA,Unknown,3,31-59,R+ - Mild Nudity,other,1,False,False,True,False,False,False,True,False,False,False,Questionable
ef - a tale of melodies. ~prologue~,Special,Visual novel,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,False,False,True,False,OK
Tic Tac DREAMIN’,Music,Original,1,1-20,G - All Ages,other,2,False,False,False,False,False,False,False,False,True,False,Bad
ARIA The ORIGINATION,TV,Manga,13,21-30,G - All Ages,other,4,False,False,True,False,False,True,False,False,False,False,Really good
マンガ家さんとアシスタントさんと THE ANIMATION,TV,4-koma manga,12,1-20,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,Really good
ダーティペア the Movie,Movie,Light novel,1,60+,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,True,False,True,True,True,False,False,OK
名探偵コナン,TV,Manga,0,21-30,PG-13 - Teens 13 or older,TMS Entertainment,6,False,False,True,True,False,False,True,True,False,False,Really good
ポケットモンスターアドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ,Movie,Game,1,60+,PG - Children,other,2,False,False,True,True,True,True,False,False,False,False,OK
プリティーリズム ディアマイフューチャー,TV,Game,51,21-30,PG - Children,other,5,False,True,True,False,False,False,False,False,True,False,OK
ワルキューレロマンツェ,TV,Visual novel,12,21-30,R+ - Mild Nudity,other,1,True,True,True,False,False,False,False,False,False,False,OK
双生灵探,ONA,Manga,20,1-20,R - 17+ (violence & profanity),other,0,False,False,False,True,False,False,False,False,False,False,OK
よ！大統領トラップくん,ONA,Original,2,less than a minute,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Questionable
最遊記RELOAD -burial-,OVA,Manga,3,31-59,PG-13 - Teens 13 or older,Studio Pierrot,3,False,False,True,True,True,True,False,False,False,False,Really good
風人物語,TV,Original,13,21-30,G - All Ages,Production I.G,0,False,False,True,False,True,True,False,False,False,False,OK
夏色キセキ ～15回目のナツヤスミ～,OVA,Unknown,1,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,False,False,False,False,False,OK
クレイモア,TV,Manga,26,21-30,R+ - Mild Nudity,Madhouse,1,False,False,True,True,False,True,False,False,False,False,Really good
ホッタラケの島　～遥と魔法の鏡～,Movie,Original,1,60+,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,OK
セカイ系セカイ論,OVA,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,True,False,False,False,False,Bad
アニメ ハチ公物語,OVA,Other,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
집,Movie,Unknown,1,60+,G - All Ages,other,0,False,False,True,False,True,True,False,False,False,False,Bad
リルチルン,OVA,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
みなみけ～おかわり～,TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Really good
ルパンvs複製人間,Movie,Manga,1,60+,R+ - Mild Nudity,other,1,False,False,True,True,False,False,True,False,False,False,OK
たのしいさんすう,Music,Music,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
スイートスポット,OVA,Unknown,1,31-59,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,True,False,False,False,Bad
機動戦士ガンダム サンダーボルト 2,ONA,Manga,4,21-30,R - 17+ (violence & profanity),Sunrise,3,False,False,True,False,True,True,False,True,False,False,OK
ころがし屋のプン,TV,Original,0,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
緋弾のアリア,Special,Light novel,1,21-30,PG-13 - Teens 13 or older,J.C.Staff,2,True,False,True,True,False,False,True,False,False,False,OK
テガミバチ 光と青の幻想夜話,Special,Manga,1,21-30,PG-13 - Teens 13 or older,Studio Pierrot,2,False,False,True,True,False,True,False,False,False,False,Really good
劇場版 境界の彼方 -I&#039;LL BE HERE- 過去篇『約束の絆』ダンスPV,Special,Light novel,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,False,False,True,False,Really good
ベン・トー,TV,Light novel,12,21-30,PG-13 - Teens 13 or older,other,2,False,True,True,False,False,False,True,False,False,False,Really good
殿といっしょ,OVA,4-koma manga,1,31-59,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,True,False,Questionable
球体パニックアドベンチャーリターンズ!!!,Special,Unknown,1,1-20,G - All Ages,other,2,False,False,True,False,False,False,False,False,False,False,Bad
gene,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
あめやたぬき,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Bad
宝石の国,ONA,Manga,1,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,OK
新橋劇場 新橋の一番長い一日,Special,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
フクちゃんの奇襲,Movie,Other,1,1-20,G - All Ages,other,2,False,False,False,False,False,False,True,False,True,False,Bad
Yes! BanG_Dream!,Music,Manga,1,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,False,False,True,False,Questionable
嘉兵衛の海,Movie,Original,1,60+,PG - Children,other,0,False,False,False,False,False,False,False,False,True,False,Bad
新妹魔王の契約者〈テスタメント〉,Special,Light novel,6,1-20,R+ - Mild Nudity,other,1,True,False,False,False,False,True,True,False,False,False,OK
劇場版 アイカツ スターズ！,Movie,Original,1,31-59,PG - Children,other,2,False,False,True,False,False,False,False,False,True,False,OK
モーション・ルミネ,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
ハイキュー!! 終わりと始まり,Movie,Manga,1,60+,PG-13 - Teens 13 or older,Production I.G,3,False,True,True,False,True,False,True,False,False,False,Really good
FANTASTIC CELL,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
エリアの騎士,TV,Manga,37,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,True,False,False,False,Really good
魔法使いサリー,Movie,Unknown,1,21-30,G - All Ages,Toei Animation,1,False,False,True,False,False,True,True,False,False,False,Bad
イナズマイレブン アウターコード,ONA,Game,6,1-20,G - All Ages,other,1,False,True,False,False,False,False,False,False,False,False,OK
映画『きな子』×豆しば,Special,Other,1,less than a minute,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
亜人 第2クール,TV,Manga,13,21-30,R - 17+ (violence & profanity),other,4,False,False,True,True,True,True,False,False,False,False,Really good
愛すべき未来へ,Music,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Questionable
ジョーカー・ゲーム,TV,Novel,12,21-30,R - 17+ (violence & profanity),Production I.G,2,False,False,False,False,True,False,False,True,True,False,Really good
うみねこのなく頃に,TV,Visual novel,26,21-30,R - 17+ (violence & profanity),Studio Deen,3,False,False,False,True,True,True,False,False,False,False,Really good
劇場版メタルファイト ベイブレードVS太陽 ～灼熱の侵略者ソルブレイズ～,Movie,Manga,1,60+,PG - Children,other,1,False,True,False,True,False,False,True,False,False,False,Questionable
恋愛ラボ,TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,False,True,False,False,False,Really good
ロウきゅーぶ！智花のいちごサンデー,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,3,True,True,True,False,False,False,True,False,False,False,OK
それいけ! ズッコケ三人組,TV,Novel,26,21-30,PG - Children,Nippon Animation,2,False,False,True,False,False,False,True,False,False,False,Bad
健やか親子21×鷹の爪団,ONA,Original,5,1-20,G - All Ages,other,1,False,False,True,False,True,False,True,False,False,False,Bad
小さな便り、大きな便り。,ONA,Original,1,1-20,G - All Ages,other,0,False,False,False,False,True,False,False,False,True,False,Bad
ばくおん!!,TV,Manga,12,21-30,PG-13 - Teens 13 or older,TMS Entertainment,2,False,False,True,False,False,False,True,False,False,False,OK
ノラゲキ！,OVA,Original,1,21-30,PG-13 - Teens 13 or older,Sunrise,0,False,False,False,True,False,True,False,False,False,False,Questionable
